"1boy","1男孩"
"ekubo (mob psycho 100)","ekubo（暴民心理 100）"
"ekuesu","爱库苏"
"ekus (xo ekus)","ekus (xo ekus)"
"ekz (robotekz)","ekz (robotekz)"
"el (girls und panzer)","el（少女与装甲）"
"el cazador de la bruja","埃尔卡萨多尔德拉布鲁哈"
"el condor pasa (umamusume)","el condor pasa (umamusume)"
"el joey","埃尔乔伊"
"el shaddai","艾尔沙代"
"elaina (majo no tabitabi)","elaina (majo no tabitabi)"
"elaine (pokemon)","伊莱恩（宠物小精灵）"
"elbe (azur lane)","易北河（碧蓝航线）"
"elbow gloves","肘部手套"
"elbow on knee","肘部放在膝盖上"
"elbow pads","护肘"
"elbow rest","肘托"
"elbow sleeve","肘套"
"elbowing","肘击"
"elbows on knees","肘部放在膝盖上"
"elbows on table","桌子上的肘部"
"eldegoss","埃尔德戈斯"
"elden ring","埃尔登戒指"
"eldridge (azur lane)","埃尔德里奇（碧蓝航线）"
"eldritch abomination","可怕的憎恶"
"electivire","选修课"
"electric fan","电风扇"
"electric guitar","电吉他"
"electric plug","电插头"
"electric socket","电源插座"
"electricity","电"
"electro emilia","电艾米利亚"
"electrocution","触电"
"electrode (pokemon)","电极（口袋妖怪）"
"electrodes","电极"
"electrokinesis","电动力"
"electrostimulation","电刺激"
"elekid","elekid"
"element bending","单元弯曲"
"elemental (creature)","元素（生物）"
"elemental master (elsword)","元素大师（艾斯之剑）"
"elena (street fighter)","埃琳娜（街头霸王）"
"elena trafalgar","埃琳娜·特拉法加"
"elephant","大象"
"elephant ears","大象耳朵"
"elesa (pokemon)","elesa (口袋妖怪)"
"elesis (elsword)","elesis (艾斯之剑)"
"elevator","电梯"
"elezen","元素"
"elf","精灵"
"elf (dragon's crown)","精灵（龙冠）"
"elf (houtengeki)","精灵 (houtengeki)"
"elf (stroll in the woods)","精灵（在树林中漫步）"
"elf all-stars datsuijan","精灵全明星 datsuijan"
"elf all-stars datsuijan 2","精灵全明星 datsuijan 2"
"elf k","精灵 k"
"elf-san wa yaserarenai.","elf-san wa yaserarenai."
"elfen lied","精灵撒谎"
"elfenlied22","elfenlied22"
"elfheim","埃尔夫海姆"
"elfnein","精灵"
"elhaym van houten","埃尔海姆·范豪顿"
"elie macdowell","埃利麦克道威尔"
"elijah baley","以利亚·贝利"
"elin","艾琳"
"elina","艾琳娜"
"elina (captain of the royal guard)","elina（皇家卫队队长）"
"elina kuroe no daarin","elina kuroe no daarin"
"elincia ridell crimea","艾琳西亚里德尔克里米亚"
"elio (pokemon)","埃利奥（宠物小精灵）"
"elira pendora","埃拉潘多拉"
"elis (touhou)","伊利斯（东方）"
"elisabeth blanctorche","伊丽莎白·布兰科切"
"elisabeth von wettin","伊丽莎白·冯·韦廷"
"elise (fire emblem)","伊莉丝（火徽）"
"elise (league of legends)","伊莉丝（英雄联盟）"
"elisia valfelto","艾丽西亚·瓦尔费尔托"
"eliskalti","埃利斯卡尔蒂"
"elite ii (arknights)","精英 ii (arknights)"
"eliwood (fire emblem)","eliwood（火徽）"
"eliza (skullgirls)","伊丽莎（骷髅女孩）"
"eliza (tekken)","伊丽莎（铁拳）"
"elizabeth (bioshock infinite)","伊丽莎白（生化奇兵无限）"
"elizabeth (gintama)","伊丽莎白（银魂）"
"elizabeth (persona)","伊丽莎白（角色）"
"elizabeth bathory (brave) (fate)","伊丽莎白巴托里（勇敢）（命运）"
"elizabeth bathory (brave) (fate) (cosplay)","伊丽莎白巴托里（勇敢）（命运）（角色扮演）"
"elizabeth bathory (fate)","伊丽莎白巴托里（命运）"
"elizabeth bathory (fate/extra ccc)","伊丽莎白巴托里（命运/额外的ccc）"
"elizabeth bathory (first ascension) (fate)","伊丽莎白巴托里（第一次升天）（命运）"
"elizabeth bathory (halloween caster) (fate)","伊丽莎白巴托里（万圣节施法者）（命运）"
"elizabeth bathory (second ascension) (fate)","伊丽莎白巴托里（第二次提升）（命运）"
"elizabeth f. beurling","伊丽莎白·F。伯灵"
"elizabeth liones","伊丽莎白狮子座"
"elizabeth thompson","伊丽莎白汤普森"
"elizabeth tower","伊丽莎白塔"
"elize lutus","elize 卢图斯"
"elle mel martha","艾尔梅尔玛莎"
"elleciel.eud","elleciel.eud"
"ellen (touhou)","艾伦（东方）"
"ellen baker","艾伦贝克"
"elliemaplefox","elliemaplefox"
"ellipsis (mitei)","省略号 (mitei)"
"elly (touhou)","elly（东方）"
"elma (maidragon)","埃尔玛（女仆）"
"elma (xenoblade x)","elma（异种之刃 x）"
"elma leivonen","埃尔玛·莱沃宁"
"elona","伊洛娜"
"elpeo puru","elpeo puru"
"elphelt valentine","情人节"
"elsa (frozen)","艾尔莎（冷冻）"
"elsa granhilte","艾尔莎·格兰希尔特"
"elsevilla","艾斯维拉"
"elsword","艾斯之剑"
"elsword (character)","elsword（字符）"
"elu (nijisanji)","elu (nijisanji)"
"elucidator","阐释者"
"eluthel","埃卢塞尔"
"elvaan","精灵"
"elven forest maker","精灵森林制造者"
"elysia (honkai impact)","elysia (honkai 冲击)"
"elysia de lute ima","elysia de lute ima"
"elysion","爱丽舍"
"elysium (arknights)","极乐世界（方舟之夜）"
"elza straherz","艾尔莎·斯特拉赫兹"
"em (totsuzen no hakike)","em (totsuzen no hakike)"
"ema","EMA"
"ema skye","伊玛斯凯"
"emaciated","憔悴"
"email address","电子邮件地址"
"emanon123","emanon123"
"embarrassed","尴尬"
"embellished costume","装饰服装"
"ember (selen tatsuki)","余烬 (selen tatsuki)"
"ember celica (rwby)","余烬塞利卡 (rwby)"
"embers","余烬"
"emblem","会徽"
"emboar","装运"
"embodiment of scarlet devil","猩红恶魔的化身"
"embroidered bra","刺绣文胸"
"embroidered panties","刺绣内裤"
"embroidery","刺绣"
"emden (azur lane)","埃姆登（碧蓝航线）"
"emelie (cyancapsule)","emelie（青色胶囊）"
"emerada (xenogears)","埃梅拉达（异种装备）"
"emerald (pokemon)","翡翠（宠物小精灵）"
"emerald sustrai","翡翠南部"
"emerane","翡翠"
"emet-selch","emet-selch"
"emg (christain)","肌电图（克里斯汀）"
"emia (castilla)","血症（卡斯蒂利亚）"
"emia renya","血红蛋白"
"emia wang","王小姐"
"emil (nier)","埃米尔（尼尔）"
"emil castagnier","埃米尔·卡斯塔尼"
"emil chronicle online","埃米尔编年史在线"
"emilia (re:zero)","艾米利亚 (re:zero)"
"emilico (shadows house)","emilico（影子屋）"
"emilio (tetsukazu no ao)","emilio (tetsukazu no ao)"
"emily (pure dream)","艾米丽（纯梦）"
"emily stewart","艾米莉·斯图尔特"
"emily stock","艾米丽股票"
"emirio (emirio110)","埃米里奥 (emirio110)"
"emiya alter","卫宫alter"
"emiya kiritsugu","卫宫切嗣"
"emiya kiritsugu (assassin)","卫宫切嗣（刺客）"
"emiya shirou","卫宫士郎"
"emlan","伊姆兰"
"emma (yakusoku no neverland)","艾玛（yakusoku no neverland）"
"emma august","艾玛八月"
"emma millstein","艾玛米尔斯坦"
"emma sheen","艾玛光泽"
"emma verde","艾玛佛得角"
"emmet (pokemon)","埃米特（宠物小精灵）"
"emofuri","表情包"
"emoji","表情符号"
"emolga","埃莫尔加"
"emon-yu","右卫门"
"emori miku","埃森未来"
"emori miku project","emori miku project"
"emoticon","图释"
"emotional engine - full drive","情感引擎-全驱动"
"emotionless sex","无情的性爱"
"emoto reishi","江本灵芝"
"emperor penguin","帝企鹅"
"emperor penguin (kemono friends)","帝企鹅（kemono 朋友）"
"emperpep","埃佩佩普"
"empew","149"
"emphasis lines","强调线"
"employee uniform","员工制服"
"empoleon","empoleon"
"empty","空的"
"empty eyes","空洞的眼睛"
"empty picture frame","空相框"
"empty pool","空池"
"emu (toran)","鸸鹋（托兰）"
"emurin","埃姆林"
"emyo","肌肌瘤"
"en pointe","正点"
"en'en no shouboutai","恩恩没有手部台"
"en@rain","zh@rain"
"enami hakase","enami hakase"
"enami katsumi","埃波克苏美"
"enarane","烯丙醇"
"encasement","外壳"
"end card","端卡"
"end of evangelion","新世纪福音战士的结局"
"endeavor (boku no hero academia)","努力（boku no hero 学术界）"
"enderman","末影人"
"endori","内多里"
"endou (zettai bluenoid)","endou (zettai bluenoid)"
"endou hiroto","远藤广人"
"endou mamoru","远藤守"
"endou masatoshi","远藤正志"
"endou okito","远藤冲人"
"endou saya","远藤说"
"endro!","恩德罗！"
"endsmall min","endsmall min"
"ene (kagerou project)","ene (kagerou 项目)"
"enelis","肠衣"
"enema","灌肠剂"
"enemy aircraft (kancolle)","敌机 (kancolle)"
"enemy lifebuoy (kancolle)","敌人救生圈 (kancolle)"
"enemy naval mine (kancolle)","敌方水雷 (kancolle)"
"enemy vessel (warship girls r)","敌舰（军舰少女 r）"
"energy","能源"
"energy ball","能量球"
"energy barrier","能量屏障"
"energy beam","能量束"
"energy blade","能量之刃"
"energy cannon","能量炮"
"energy drain","能量消耗"
"energy drink","能量饮料"
"energy gun","能量枪"
"energy shield","能量护盾"
"energy sword","能量剑"
"energy tank","能量罐"
"energy weapon","能量武器"
"energy wings","能量之翼"
"engage kiss","接吻"
"engine","发动机"
"engiyoshi","工程吉"
"england","英格兰"
"english audio","英文音频"
"english commentary","英文评论"
"english text","英文文本"
"engo (aquawatery)","engo (aquawatery)"
"engrish commentary","英文评论"
"engrish text","英文文本"
"engulfing lightning (genshin impact)","吞噬闪电（原神冲击）"
"enishi (menkura-rin10)","enishi (menkura-rin10)"
"enjaku izuku","圆宿 izuku"
"enjo kouhai","enjo kouhai"
"enjoji michiru","enjoji michiru"
"enjoy mix","享受混合"
"enkidu (fate)","恩奇都（命运）"
"enkidu (weapon) (fate)","恩奇都（武器）（命运）"
"enkyo yuuichirou","圆桥悠一郎"
"enlightened byleth (female)","开明的贝莱斯（女）"
"enlightened byleth (male)","开明的贝莱斯（男）"
"enma ai","恩玛爱"
"enma-chan","恩玛酱"
"enmaided","婢女"
"enmanuelart20","enmanuelart20"
"enna alouette","安娜云雀"
"eno yukimi","野雪见"
"enoki p","金针菇 p"
"enokuma uuta","江之熊 uuta"
"enomoto hidehira","榎本秀平"
"enomoto hina","榎本雏"
"enomoto takane","榎本高根"
"enoo","以诺"
"enosan","依诺聚糖"
"enoshima iki","江之岛领航"
"enoshima junko","江岛纯子"
"enoshima junko (cosplay)","江之岛纯子 (cosplay)"
"enpe","恩佩"
"enpera","恩佩拉"
"enperuto (yarumi)","enperuto (yarumi)"
"enpitsu01","enpitsu01"
"enraku tsubakura","圆乐椿"
"enrico pucci","恩里科·普奇"
"ensemble girls!","合奏女孩！"
"ensemble stars!","合奏明星！"
"entangled","纠结"
"entei","恩泰"
"enterprise (azur lane)","企业（碧蓝航线）"
"enterprise (warship girls r)","企业（军舰少女R）"
"enterprise (wind catcher) (azur lane)","企业（捕风者）（碧蓝航线）"
"entrance","入口"
"entry plug","入口插头"
"enty reward","实体奖励"
"enumiyaa","枚举"
"enuni","恩尤尼"
"envelope","信封"
"envy","羡慕"
"envy (fma)","羡慕 (fma)"
"eo masaka","尾正坂"
"eonsang","恩桑"
"eotech","欧泰克340"
"epaulettes","肩章"
"ephnel","埃弗内尔"
"ephraim (fire emblem)","以法莲（火徽）"
"epi zero","外延零"
"epic armageddon","史诗般的世界末日"
"epic seven","史诗七千六百二十八"
"epilepsy warning","癫痫警告"
"episode number","集数"
"epona","埃波纳"
"equation","方程"
"equipment layout","设备布局"
"era (erasion)","时代（擦除）"
"erakin","埃拉金"
"eraser","橡皮擦"
"eraser head (boku no hero academia)","橡皮擦头（boku no hero 学术界）"
"erebus (azur lane)","艾瑞布斯（碧蓝航线）"
"erechan","埃勒坎"
"erect clitoris","勃起的阴蒂"
"erect sawaru","直立 sawaru"
"erection","安装"
"erection under clothes","在衣服下勃起"
"eredhen","埃里登"
"eremes guile","狡猾"
"eren yeager","艾伦耶格尔"
"ereraero","埃雷拉罗"
"erere","埃雷尔"
"ereshkigal (fate)","ereshkigal (命运)"
"eretto","埃雷托"
"ergot","麦角"
"erhu","二胡"
"eri (boku no hero academia)","eri（boku no hero 学院）"
"eria the water charmer","水魅力者 eria"
"eric (tianqijiang)","eric (天启江)"
"eric cartman","埃里克卡特曼"
"erica (naze1940)","埃丽卡 (naze1940)"
"erica fontaine","埃丽卡方丹"
"erica hartmann","埃丽卡哈特曼"
"erika (pokemon)","erika（口袋妖怪）"
"eriko (princess connect!)","eriko（公主连接！）"
"erina (rabi-ribi)","erina (rabi-ribi)"
"erina pendleton","艾琳娜彭德尔顿"
"eringi (rmrafrn)","厄林吉 (rmrafrn)"
"erio mondial","世界日报"
"eris (asobi ni iku yo!)","eris (asobi ni iku yo!)"
"eris (konosuba)","厄里斯 (konosuba)"
"eris greyrat","厄里斯灰鼠"
"eriyama e","绘山e"
"erkaz","埃尔卡兹"
"erlenmeyer flask","锥形瓶"
"ermes costello","埃姆斯科斯特洛"
"ermine","貂皮"
"ernesto de la cruz","埃内斯托·德拉克鲁斯"
"ero kaeru","ero kaeru"
"ero waifu","ero waifu"
"eroe","爱罗"
"erogos","爱神"
"eromame","爱罗马"
"eromanga sensei","埃罗曼加老师"
"erospanda","爱斯潘达"
"erotibot","色情机器人"
"errant","错误的"
"error","错误"
"error message","错误信息"
"error musume","错误娘"
"erstin ho","何思廷"
"erubo","埃鲁博"
"erufuda-san","erufuda-san"
"erune","erune"
"eruru (erl)","eruru (erl)"
"eruruw","eruruw"
"eruthika","eruthika"
"erwin (girls und panzer)","欧文（少女与装甲）"
"erwin smith","欧文·史密斯"
"erza scarlet","艾尔莎猩红色"
"es (eisis)","es (eisis)"
"es (xblaze)","es (xblaze)"
"esaka","江坂"
"escalator","自动扶梯"
"escalayer","电梯"
"escavalier","骑士"
"escha malier","escha malier"
"esdeath","埃斯迪斯"
"esia mariveninne","esia mariveninne"
"esidisi","埃西迪西"
"esoragoto","esoragoto"
"esouko","埃苏科"
"espeon","埃斯佩恩"
"esper nyanko","埃斯珀尼扬科"
"espurr","电竞"
"essex (azur lane)","埃塞克斯（碧蓝航线）"
"essex (warship girls r)","埃塞克斯（军舰少女）"
"est (fire emblem)","est（火徽）"
"estelle bright","埃斯特尔明亮"
"estellise sidos heurassein","estellise sidos heurassein"
"esther shen","沉以斯帖"
"estinien varlineau","estinien varlineau"
"esu (tasoesu)","埃苏（tasoesu）"
"esukee","145"
"esureki","埃苏里基"
"esuyuki","结雪"
"eta","η"
"etan14","伊坦14"
"eternal arcadia","永恒的阿卡迪亚"
"eternal return: black survival","永恒回归：黑色求生"
"eternal sailor moon","永恒的水手月亮"
"eternity (shadeh)","永恒（阴影）"
"eternity larva","永恒幼虫"
"eternity sword series","永恒剑系列"
"ethan (arknights)","伊森（方舟之夜）"
"ethan (pokemon)","伊桑（宠物小精灵）"
"ethel (xenoblade)","埃塞尔（异形之刃）"
"ether core","以太核心"
"etna (kuzuyu)","埃特纳 (kuzuyu)"
"eto (ikumika)","江户（ikumika）"
"eto (tokyo ghoul)","eto（东京食尸鬼）"
"etogami kazuya","etogami和也"
"etopen","等开放"
"etorofu (kancolle)","etorofu (kancolle)"
"etotama","埃托塔马"
"etou (cherry7)","埃图（cherry7）"
"etou kanami","江户神波"
"etou misaki (idolmaster)","江户美咲（偶像大师）"
"etsunami kumita","久田海啸"
"ett","等"
"ettone","埃顿"
"etyaduke","埃佳杜克"
"eu03","欧盟03"
"eucliwood hellscythe","eucliwood 地狱镰刀"
"eudetenis","eudetenis"
"eugen (granblue fantasy)","尤金（碧蓝幻想）"
"eugeo","优吉欧"
"eula (genshin impact)","eula（原神影响）"
"eun (elsword)","恩（艾斯之剑）"
"eunectes (arknights)","eunectes（方舟之夜）"
"eunectes (forgemaster) (arknights)","eunectes (forgemaster) (方舟之夜)"
"eunie (xenoblade)","尤妮（异形之刃）"
"eunos","优诺斯"
"euphemia li britannia","euphemia li britannia"
"euphemism","委婉语"
"euphonium","次中音号"
"eurasian eagle owl (kemono friends)","欧亚雕鸮（kemono 朋友）"
"eurasian tree sparrow","欧亚树麻雀"
"eureka","尤里卡"
"eureka seven","尤里卡七"
"eureka seven (series)","尤里卡七（系列）"
"europa (granblue fantasy)","欧罗巴（碧蓝幻想）"
"european clothes","欧洲服装"
"euryale (fate)","euryale（命运）"
"euryale (third ascension) (fate)","euryale（第三次提升）（命运）"
"eusine (pokemon)","尤辛（宠物小精灵）"
"eustace (granblue fantasy)","尤斯塔斯（碧蓝幻想）"
"eustass captain kid","尤斯塔斯船长小子"
"eva 00","伊娃 00"
"eva 01","伊娃 01"
"eva 02","伊娃 02"
"eva 16-gouki","eva 16-刚鬼"
"eva beatrice","伊娃比阿特丽斯"
"evan yang","埃文杨"
"evandragon","万事达"
"evangeline a.k. mcdowell","伊万杰琳 AK 麦克道威尔"
"evangelion: 2.0 you can (not) advance","新世纪福音战士：2.0 你可以（不能）推进"
"evangelion: 3.0 you can (not) redo","新世纪福音战士：3.0 你可以（不）重做"
"evangelion: 3.0+1.0 thrice upon a time","新世纪福音战士：3.0+1.0三次"
"evangelyne","伊万杰琳"
"eve (chihuri)","前夕 (chihuri)"
"eve (elsword)","夏娃（艾斯之剑）"
"eve santaclaus","圣诞老人前夕"
"evelynn (league of legends)","伊芙琳（英雄联盟）"
"evelysse (star ocean)","evelysse（星海）"
"evening","晚上"
"evening gown","晚礼服"
"eventh7","事件7"
"ever 17","曾经 17"
"everlasting summer","永远的夏天"
"evertale","永恒的"
